date,hour,demand
2021-04-15,20,70.71367
2021-04-15,21,67.51525
2021-04-15,22,63.439823
2021-04-15,23,59.74734
2021-04-16,0,57.265034
2021-04-16,1,53.439945
2021-04-16,2,56.34999
2021-04-16,4,48.028114
2021-04-16,5,46.62304
2021-04-16,6,49.114216
2021-04-16,7,63.520348
2021-04-16,8,66.95549
2021-04-16,9,70.318245
2021-04-16,10,63.47523
2021-04-16,11,67.02687
2021-04-16,12,70.57701
2021-04-16,13,73.02424
2021-04-16,14,69.18859
2021-04-16,15,71.95718
2021-04-16,16,80.13716
2021-04-16,17,79.95408
2021-04-16,18,75.44022
2021-04-16,19,81.77593
2021-04-16,20,71.93528
2021-04-16,21,67.56874
2021-04-16,22,57.93362
2021-04-16,23,58.831787
2021-04-17,0,55.337387
2021-04-17,1,55.66728
2021-04-17,2,56.50503
2021-04-17,3,49.789787
2021-04-17,5,41.95552
2021-04-17,6,44.263256
2021-04-17,7,54.72095
2021-04-17,8,59.31025
2021-04-17,9,70.14486
2021-04-17,10,79.97964
2021-04-17,11,83.151024
2021-04-17,12,91.33643
2021-04-17,13,101.4578
2021-04-17,14,94.7479
2021-04-17,15,88.80686
2021-04-17,16,97.23901
2021-04-17,17,76.422104
2021-04-17,18,84.85471
2021-04-17,19,94.66338
2021-04-17,20,77.693565
2021-04-17,21,67.150635
2021-04-17,22,58.939266
2021-04-17,23,54.0961
2021-04-18,0,56.37731
2021-04-18,1,53.925804
2021-04-18,2,53.829185
2021-04-18,4,35.65316
2021-04-18,6,35.800404
2021-04-18,8,59.46158
2021-04-18,9,68.0096
2021-04-18,10,69.08773
2021-04-18,11,75.909
2021-04-18,12,78.993034
2021-04-18,13,82.951935
2021-04-18,14,77.12787
2021-04-18,15,81.43744
2021-04-18,16,70.4087
2021-04-18,17,65.24685
2021-04-18,18,65.98435
2021-04-18,19,81.02289
2021-04-18,20,67.19114
2021-04-18,21,56.547497
2021-04-18,22,51.540443
2021-04-18,23,51.51423
2021-04-19,1,55.71526
2021-04-19,3,46.775177
2021-04-19,5,41.075798
2021-04-19,6,45.19015
2021-04-19,7,67.06361
2021-04-19,8,73.4871
2021-04-19,9,77.554924
2021-04-19,10,72.41977
2021-04-19,11,70.90516
2021-04-19,12,74.81358
2021-04-19,13,75.54733
2021-04-19,14,68.22266
2021-04-19,15,72.924644
2021-04-19,16,72.468895
2021-04-19,17,74.65212
2021-04-19,18,78.066635
2021-04-19,19,79.37238
2021-04-19,20,69.2966
2021-04-19,21,60.72507
2021-04-19,22,54.06091
2021-04-19,23,54.156223
2021-04-20,0,54.63683
2021-04-20,1,48.800144
2021-04-20,3,44.529087
2021-04-20,6,41.346317
2021-04-20,7,66.28514
2021-04-20,8,73.991844
2021-04-20,9,73.75012
2021-04-20,10,69.24779
2021-04-20,11,68.27361
2021-04-20,12,68.14423
2021-04-20,13,67.73331
2021-04-20,14,66.52929
2021-04-20,15,59.16633
2021-04-20,16,69.65008
2021-04-20,17,70.38271
2021-04-20,18,75.78284
2021-04-20,19,72.60509
2021-04-20,20,69.28766
2021-04-20,21,62.676353
2021-04-20,22,54.990562
2021-04-20,23,56.851555
2021-04-21,0,58.697617
2021-04-21,1,48.217274
2021-04-21,3,43.650703
2021-04-21,5,41.741985
2021-04-21,6,40.827847
2021-04-21,7,64.741035
2021-04-21,8,70.08418
2021-04-21,9,71.14597
2021-04-21,10,65.36775
2021-04-21,11,65.87497
2021-04-21,12,64.51809
2021-04-21,13,64.47046
2021-04-21,14,61.03371
2021-04-21,15,59.656483
2021-04-21,16,67.39011
2021-04-21,17,74.32953
2021-04-21,18,75.424065
2021-04-21,19,76.00596
2021-04-21,20,69.876305
2021-04-21,21,63.4616
2021-04-21,22,58.349625
2021-04-21,23,59.381233
2021-04-22,0,56.279716
2021-04-22,1,51.496838
2021-04-22,5,42.551132
2021-04-22,6,45.32776
2021-04-22,7,65.956955
2021-04-22,8,67.31859
2021-04-22,9,69.75991
2021-04-22,10,68.85406
2021-04-22,11,68.677025
2021-04-22,12,71.124054
2021-04-22,13,72.484215
2021-04-22,14,64.657555
2021-04-22,15,71.596176
2021-04-22,16,74.58467
2021-04-22,17,78.636986
2021-04-22,18,79.59253
2021-04-22,19,84.03395
2021-04-22,20,71.12584
2021-04-22,21,65.36801
2021-04-22,22,63.625927
2021-04-22,23,60.29709
2021-04-23,0,58.020397
2021-04-23,1,47.914608
2021-04-23,2,53.195076
2021-04-23,3,47.078354
2021-04-23,4,40.91392
2021-04-23,6,47.3295
2021-04-23,7,64.25894
2021-04-23,8,67.5761
2021-04-23,9,66.099915
2021-04-23,10,60.823807
2021-04-23,11,66.32694
2021-04-23,12,72.011566
2021-04-23,13,67.67875
2021-04-23,14,62.34185
2021-04-23,15,75.000626
2021-04-23,16,75.279205
2021-04-23,17,73.67718
2021-04-23,18,75.88764
2021-04-23,19,75.32366
2021-04-23,20,65.463715
2021-04-23,21,68.51319
2021-04-23,22,62.618797
2021-04-23,23,64.18948
2021-04-24,0,56.31539
2021-04-24,1,49.03752
2021-04-24,2,53.550186
2021-04-24,3,45.485065
2021-04-24,5,40.26225
2021-04-24,7,56.489178
2021-04-24,8,60.817776
2021-04-24,9,68.821884
2021-04-24,10,79.2235
2021-04-24,11,85.24224
2021-04-24,12,96.436356
2021-04-24,13,99.6986
2021-04-24,14,91.00333
2021-04-24,15,98.78709
2021-04-24,16,92.352936
2021-04-24,17,79.654854
2021-04-24,18,87.44888
2021-04-24,19,89.874054
2021-04-24,20,73.1346
2021-04-24,21,69.30193
2021-04-24,22,61.14764
2021-04-24,23,59.207787
2021-04-25,0,59.20899
2021-04-25,1,53.400703
2021-04-25,2,56.682552
2021-04-25,6,42.8917
2021-04-25,7,61.337177
2021-04-25,8,64.59339
2021-04-25,9,69.618065
2021-04-25,10,70.723366
2021-04-25,11,81.15927
2021-04-25,12,86.05118
2021-04-25,13,85.501076
2021-04-25,14,84.17722
2021-04-25,15,79.66446
2021-04-25,16,81.211845
2021-04-25,17,63.197067
2021-04-25,18,68.432655
2021-04-25,19,84.997795
2021-04-25,20,72.38787
2021-04-25,21,67.36654
2021-04-25,22,63.184963
2021-04-26,0,66.863205
2021-04-26,1,51.894703
2021-04-26,2,52.11574
2021-04-26,4,40.95736
2021-04-26,5,37.264515
2021-04-26,6,41.59507
2021-04-26,7,64.12776
2021-04-26,8,70.45546
2021-04-26,9,73.15544
2021-04-26,10,68.22735
2021-04-26,11,68.99432
2021-04-26,12,79.26716
2021-04-26,13,75.057144
2021-04-26,14,67.011925
2021-04-26,15,76.10522
2021-04-26,16,77.63638
2021-04-26,17,79.92744
2021-04-26,18,83.0585
2021-04-26,19,81.82682
2021-04-26,20,68.203575
2021-04-26,21,60.08013
2021-04-26,22,56.331867
2021-04-27,0,51.488182
2021-04-27,5,33.946056
2021-04-27,6,34.5094
2021-04-27,7,57.736137
2021-04-27,8,67.54078
2021-04-27,9,68.65017
2021-04-27,10,63.999596
2021-04-27,11,65.85771
2021-04-27,12,70.75155
2021-04-27,13,65.14031
2021-04-27,14,65.36026
2021-04-27,15,58.83385
2021-04-27,16,78.13464
2021-04-27,17,77.22716
2021-04-27,18,78.34943
2021-04-27,19,70.01216
2021-04-27,20,65.388824
2021-04-27,21,59.320652
2021-04-27,22,51.380207
2021-04-27,23,52.544266
2021-04-28,0,64.929955
2021-04-28,3,44.01269
2021-04-28,4,39.402893
2021-04-28,5,41.275627
2021-04-28,6,41.348034
2021-04-28,7,65.8276
2021-04-28,8,72.75066
2021-04-28,9,70.47622
2021-04-28,10,69.92904
2021-04-28,11,75.59814
2021-04-28,12,75.07427
2021-04-28,13,70.06854
2021-04-28,14,67.59413
2021-04-28,15,73.156815
2021-04-28,16,82.689644
2021-04-28,17,89.88145
2021-04-28,18,87.31469
2021-04-28,19,85.67399
2021-04-28,20,74.48134
2021-04-28,21,73.35023
2021-04-28,22,65.51266
2021-04-28,23,62.11335
2021-04-29,2,52.719387
2021-04-29,6,44.945335
2021-04-29,7,69.579185
2021-04-29,8,72.31571
2021-04-29,9,70.02189
2021-04-29,10,69.590866
2021-04-29,11,78.04867
2021-04-29,12,83.2826
2021-04-29,13,81.14242
2021-04-29,14,75.01976
2021-04-29,15,91.20983
2021-04-29,16,84.44341
2021-04-29,17,105.51287
2021-04-29,18,97.10879
2021-04-29,19,100.19093
2021-04-29,20,73.48164
2021-04-29,21,82.42151
2021-04-29,22,72.224205
2021-04-29,23,62.22842
2021-04-30,0,65.59331
2021-04-30,1,56.19167
2021-04-30,2,56.06448
2021-04-30,4,44.69044
2021-04-30,5,48.95047
2021-04-30,6,45.459255
2021-04-30,7,68.64316
2021-04-30,8,75.33775
2021-04-30,9,75.86441
2021-04-30,10,68.254944
2021-04-30,11,76.79639
2021-04-30,12,80.238304
2021-04-30,13,86.09744
2021-04-30,14,80.68936
2021-04-30,15,100.94442
2021-04-30,16,93.80579
2021-04-30,17,104.28763
2021-04-30,18,92.66267
2021-04-30,19,103.59797
2021-04-30,20,80.07812
2021-04-30,21,93.80213
2021-04-30,22,80.99833
2021-04-30,23,72.363976
2021-05-01,0,48.679283
2021-05-01,1,45.64826
2021-05-01,2,52.161556
2021-05-01,3,50.722496
2021-05-01,6,45.167587
2021-05-01,7,55.92579
2021-05-01,8,65.66676
2021-05-01,9,73.617805
2021-05-01,10,87.4066
2021-05-01,11,103.56317
2021-05-01,12,120.56645
2021-05-01,13,120.17941
2021-05-01,14,118.304886
2021-05-01,15,117.89022
2021-05-01,16,107.80574
2021-05-01,17,98.06052
2021-05-01,18,104.70829
2021-05-01,19,88.448044
2021-05-01,20,73.36657
2021-05-01,21,76.20025
2021-05-01,22,75.29331
2021-05-01,23,62.31143
2021-05-02,0,64.32959
2021-05-02,1,59.96637
2021-05-02,2,63.403355
2021-05-02,3,60.86055
2021-05-02,4,58.07072
2021-05-02,5,51.70716
2021-05-02,6,53.987675
2021-05-02,7,60.169956
2021-05-02,8,66.95552
2021-05-02,9,74.44604
2021-05-02,10,79.587715
2021-05-02,11,102.96034
2021-05-02,12,115.5644
2021-05-02,13,114.69192
2021-05-02,14,99.81784
2021-05-02,15,108.26981
2021-05-02,16,103.330635
2021-05-02,17,101.487816
2021-05-02,18,103.37145
2021-05-02,19,88.177025
2021-05-02,20,73.47168
2021-05-02,21,77.15761
2021-05-02,22,67.13124
2021-05-02,23,54.052364
2021-05-03,0,63.27628
2021-05-03,1,49.6589
2021-05-03,2,51.937492
2021-05-03,3,48.984043
2021-05-03,5,44.375217
2021-05-03,6,50.29706
2021-05-03,7,59.64929
2021-05-03,8,65.83799
2021-05-03,9,75.95383
2021-05-03,10,69.701004
2021-05-03,11,69.7246
2021-05-03,12,76.872795
2021-05-03,13,75.50738
2021-05-03,14,73.5807
2021-05-03,15,64.478714
2021-05-03,16,74.198875
2021-05-03,17,78.012726
2021-05-03,18,69.53986
2021-05-03,19,69.80856
2021-05-03,20,63.50647
2021-05-03,21,55.712845
2021-05-03,23,48.672825
2021-05-04,1,48.947666
2021-05-04,5,44.003746
2021-05-04,6,51.140892
2021-05-04,7,61.920967
2021-05-04,8,66.78032
2021-05-04,9,70.00631
2021-05-04,10,65.5416
2021-05-04,11,64.71136
2021-05-04,12,68.52919
2021-05-04,13,62.768852
2021-05-04,14,63.49718
2021-05-04,15,61.809826
2021-05-04,16,70.09597
2021-05-04,17,75.70315
2021-05-04,18,72.86612
2021-05-04,19,64.69352
2021-05-04,20,61.966396
2021-05-04,21,54.976116
2021-05-04,22,49.00868
2021-05-04,23,50.66025
2021-05-05,0,49.802246
2021-05-05,1,45.39717
2021-05-05,5,47.37737
2021-05-05,6,50.74912
2021-05-05,7,57.819702
2021-05-05,8,63.62238
2021-05-05,9,67.86287
2021-05-05,10,63.883842
2021-05-05,11,63.106964
2021-05-05,12,62.457874
2021-05-05,13,59.224766
2021-05-05,14,59.836166
2021-05-05,15,59.36953
2021-05-05,16,61.734955
2021-05-05,17,73.86708
2021-05-05,18,71.01441
2021-05-05,19,65.15085
2021-05-05,20,62.676125
2021-05-05,21,58.9962
2021-05-05,22,53.245693
2021-05-05,23,51.302853
2021-05-06,0,46.219025
2021-05-06,2,45.689503
2021-05-06,5,47.426548
2021-05-06,6,49.713936
2021-05-06,7,54.678654
2021-05-06,8,59.600952
2021-05-06,9,60.76955
2021-05-06,10,60.48895
2021-05-06,11,64.90131
2021-05-06,12,67.86116
2021-05-06,13,63.19107
2021-05-06,14,64.3849
2021-05-06,15,68.18675
2021-05-06,16,64.06401
2021-05-06,17,72.34649
2021-05-06,18,73.31233
2021-05-06,19,64.86908
2021-05-06,20,61.159016
2021-05-06,21,59.78894
2021-05-06,22,57.762222
2021-05-06,23,52.715664
2021-05-07,0,52.931007
2021-05-07,1,47.173958
2021-05-07,2,53.47595
2021-05-07,3,50.899323
2021-05-07,5,51.55381
2021-05-07,6,52.61408
2021-05-07,7,58.06867
2021-05-07,8,66.8028
2021-05-07,9,69.41888
2021-05-07,10,71.27376
2021-05-07,11,80.32754
2021-05-07,12,88.627625
2021-05-07,13,84.34993
2021-05-07,14,85.61485
2021-05-07,15,89.01853
2021-05-07,16,84.61048
2021-05-07,17,86.8962
2021-05-07,18,86.39706
2021-05-07,19,73.6485
2021-05-07,20,69.53276
2021-05-07,21,73.91801
2021-05-07,22,64.63349
2021-05-07,23,56.557476
2021-05-08,0,57.156864
2021-05-08,1,53.605682
2021-05-08,2,55.714565
2021-05-08,3,50.336826
2021-05-08,4,48.35107
2021-05-08,5,48.33461
2021-05-08,6,49.4119
2021-05-08,7,48.154408
2021-05-08,8,58.620163
2021-05-08,9,71.84438
2021-05-08,10,86.28283
2021-05-08,11,97.589935
2021-05-08,12,113.99766
2021-05-08,13,114.76859
2021-05-08,14,116.676796
2021-05-08,15,116.844025
2021-05-08,16,112.39543
2021-05-08,17,93.19161
2021-05-08,18,96.746605
2021-05-08,19,88.70642
2021-05-08,20,77.896935
2021-05-08,21,78.11184
2021-05-08,22,67.53579
2021-05-08,23,52.360306
2021-05-09,0,59.626434
2021-05-09,1,51.906013
2021-05-09,2,54.454693
2021-05-09,3,50.529995
2021-05-09,6,47.704372
2021-05-09,8,57.544407
2021-05-09,9,70.43982
2021-05-09,10,77.554054
2021-05-09,11,93.27052
2021-05-09,12,108.068794
2021-05-09,13,105.70532
2021-05-09,14,104.57196
2021-05-09,15,110.72751
2021-05-09,16,102.2209
2021-05-09,17,90.39288
2021-05-09,18,92.67181
2021-05-09,19,85.56312
2021-05-09,20,72.602234
2021-05-09,21,72.90156
2021-05-09,22,62.70755
2021-05-09,23,52.174545
2021-05-10,0,60.05607
2021-05-10,1,52.782337
2021-05-10,5,48.656464
2021-05-10,6,52.65387
2021-05-10,7,60.810837
2021-05-10,8,68.21025
2021-05-10,9,75.94861
2021-05-10,10,71.079796
2021-05-10,11,68.865944
2021-05-10,12,77.442245
2021-05-10,13,75.73542
2021-05-10,14,74.16952
2021-05-10,15,72.781364
2021-05-10,16,76.24362
2021-05-10,17,70.87597
2021-05-10,18,71.11576
2021-05-10,19,68.75339
2021-05-10,20,62.571205
2021-05-10,21,54.62306
2021-05-10,22,50.025166
2021-05-10,23,48.96402
2021-05-11,0,51.76999
2021-05-11,2,53.453964
2021-05-11,3,54.380817
2021-05-11,5,50.67089
2021-05-11,6,55.93454
2021-05-11,7,64.8812
2021-05-11,8,69.779724
2021-05-11,9,70.26142
2021-05-11,10,66.49409
2021-05-11,11,64.983734
2021-05-11,12,67.17904
2021-05-11,13,60.905457
2021-05-11,14,64.38319
2021-05-11,15,60.14096
2021-05-11,16,69.093636
2021-05-11,17,72.47529
2021-05-11,18,73.976166
2021-05-11,19,65.87307
2021-05-11,20,64.646515
2021-05-11,21,60.747112
2021-05-11,22,56.816826
2021-05-11,23,58.43011
2021-05-12,0,51.97981
2021-05-12,5,49.917896
2021-05-12,6,53.75804
2021-05-12,7,62.634106
2021-05-12,8,67.188644
2021-05-12,9,70.32752
2021-05-12,10,67.64467
2021-05-12,11,66.04329
2021-05-12,12,65.77324
2021-05-12,13,64.67635
2021-05-12,14,67.191536
2021-05-12,15,64.153946
2021-05-12,16,71.920166
2021-05-12,17,79.868675
2021-05-12,18,75.62784
2021-05-12,19,69.09257
2021-05-12,20,67.295944
2021-05-12,21,65.22081
2021-05-12,22,62.467285
2021-05-12,23,61.370167
2021-05-13,0,43.56471
2021-05-13,1,45.029625
2021-05-13,5,42.6486
2021-05-13,6,44.160194
2021-05-13,7,55.299362
2021-05-13,8,57.501904
2021-05-13,9,59.00567
2021-05-13,10,62.203102
2021-05-13,11,64.81439
2021-05-13,12,67.711075
2021-05-13,13,65.000114
2021-05-13,14,67.28925
2021-05-13,15,67.13687
2021-05-13,16,68.78576
2021-05-13,17,76.55391
2021-05-13,18,73.7502
2021-05-13,19,65.60142
2021-05-13,20,59.780796
2021-05-13,21,58.320175
2021-05-13,22,56.29043
2021-05-13,23,52.73997
2021-05-14,0,55.248573
2021-05-14,1,52.993942
2021-05-14,2,55.084396
2021-05-14,3,53.531418
2021-05-14,5,51.197693
2021-05-14,6,52.46052
2021-05-14,7,62.091347
2021-05-14,8,68.47901
2021-05-14,9,71.55148
2021-05-14,10,75.123024
2021-05-14,11,84.49349
2021-05-14,12,91.96609
2021-05-14,13,89.056885
2021-05-14,14,89.83923
2021-05-14,15,91.07128
2021-05-14,16,89.59699
2021-05-14,17,95.34408
2021-05-14,18,91.9447
2021-05-14,19,78.66031
2021-05-14,20,73.58906
2021-05-14,21,76.15946
2021-05-14,22,68.00102
2021-05-14,23,61.327866
2021-05-15,0,57.815735
2021-05-15,1,60.77688
2021-05-15,2,59.1914
2021-05-15,5,51.468033
2021-05-15,7,55.168503
2021-05-15,8,61.584476
2021-05-15,9,71.84503
2021-05-15,10,87.93398
2021-05-15,11,103.48009
2021-05-15,12,119.61651
2021-05-15,13,120.312904
2021-05-15,14,122.87247
2021-05-15,15,118.94647
2021-05-15,16,117.49116
2021-05-15,17,106.08293
2021-05-15,18,103.17133
2021-05-15,19,91.96559
2021-05-15,20,78.635414
2021-05-15,21,76.419525
2021-05-15,22,65.88426
2021-05-15,23,56.462605
2021-05-16,0,56.35635
2021-05-16,1,61.258663
2021-05-16,2,58.449123
2021-05-16,3,56.96991
2021-05-16,4,52.0441
2021-05-16,6,51.064667
2021-05-16,7,55.519882
2021-05-16,8,61.133244
2021-05-16,9,66.22732
2021-05-16,10,75.58468
2021-05-16,11,95.368576
2021-05-16,12,109.010796
2021-05-16,13,107.90368
2021-05-16,14,103.7879
2021-05-16,15,108.786385
2021-05-16,16,102.072235
2021-05-16,17,101.07718
2021-05-16,18,92.97186
2021-05-16,19,84.9039
2021-05-16,20,72.98792
2021-05-16,21,73.72812
2021-05-16,22,62.510845
2021-05-16,23,57.16453
2021-05-17,4,53.601826
2021-05-17,5,50.196655
2021-05-17,6,56.566433
2021-05-17,7,66.554924
2021-05-17,8,71.645874
2021-05-17,9,79.1427
2021-05-17,10,73.841805
2021-05-17,11,71.490974
2021-05-17,12,81.2568
2021-05-17,13,77.83183
2021-05-17,14,74.74353
2021-05-17,15,74.49977
2021-05-17,16,80.21777
2021-05-17,17,77.10112
2021-05-17,18,75.28647
2021-05-17,19,71.53414
2021-05-17,20,65.408195
2021-05-17,21,58.856277
2021-05-17,22,51.439056
2021-05-17,23,51.95474
2021-05-18,0,50.980217
2021-05-18,1,49.958965
2021-05-18,2,47.37909
2021-05-18,5,37.14623
2021-05-18,6,45.398018
2021-05-18,7,67.55207
2021-05-18,8,70.65274
2021-05-18,9,73.92356
2021-05-18,10,70.5984
2021-05-18,11,67.06635
2021-05-18,12,70.15013
2021-05-18,13,62.96632
2021-05-18,14,66.28595
2021-05-18,15,59.777386
2021-05-18,16,67.017845
2021-05-18,17,70.51212
2021-05-18,18,75.793816
2021-05-18,19,67.73246
2021-05-18,20,66.47457
2021-05-18,21,59.40874
2021-05-18,22,54.485474
2021-05-18,23,57.05882
2021-05-19,0,55.737644
2021-05-19,5,46.965027
2021-05-19,6,51.304222
2021-05-19,7,66.75574
2021-05-19,8,71.66069
2021-05-19,9,75.72199
2021-05-19,10,73.57536
2021-05-19,11,70.83216
2021-05-19,12,71.25088
2021-05-19,13,68.081635
2021-05-19,14,71.52984
2021-05-19,15,62.706062
2021-05-19,16,72.484695
2021-05-19,17,77.593056
2021-05-19,18,78.96008
2021-05-19,19,73.57879
2021-05-19,20,71.37838
2021-05-19,21,65.48624
2021-05-19,22,61.473114
2021-05-19,23,60.827038
2021-05-20,0,52.187115
2021-05-20,1,53.060192
2021-05-20,3,51.264793
2021-05-20,5,44.663837
2021-05-20,6,48.099857
2021-05-20,7,64.57566
2021-05-20,8,67.47359
2021-05-20,9,69.899254
2021-05-20,10,73.33309
2021-05-20,11,73.0504
2021-05-20,12,77.19248
2021-05-20,13,75.51946
2021-05-20,14,77.25833
2021-05-20,15,73.9045
2021-05-20,16,74.02854
2021-05-20,17,82.87791
2021-05-20,18,80.97124
2021-05-20,19,73.80735
2021-05-20,20,67.67555
2021-05-20,21,64.19099
2021-05-20,22,63.409508
2021-05-20,23,60.422535
2021-05-21,0,56.21565
2021-05-21,1,50.682003
2021-05-21,2,52.55413
2021-05-21,5,42.403927
2021-05-21,6,44.128357
2021-05-21,7,62.75182
2021-05-21,8,69.83486
2021-05-21,9,72.42474
2021-05-21,10,75.46692
2021-05-21,11,82.50918
2021-05-21,12,92.70162
2021-05-21,13,88.58487
2021-05-21,14,90.14521
2021-05-21,15,89.25214
2021-05-21,16,82.22599
2021-05-21,17,90.16452
2021-05-21,18,89.12829
2021-05-21,19,77.4342
2021-05-21,20,72.17688
2021-05-21,21,74.58918
2021-05-21,22,68.26531
2021-05-21,23,62.22773
2021-05-22,0,64.67562
2021-05-22,1,60.21199
2021-05-22,2,61.433743
2021-05-22,4,53.177586
2021-05-22,5,52.956543
2021-05-22,6,53.260784
2021-05-22,7,57.76339
2021-05-22,8,64.68622
2021-05-22,9,76.53959
2021-05-22,10,93.48461
2021-05-22,11,105.99293
2021-05-22,12,123.72201
2021-05-22,13,126.02989
2021-05-22,14,125.73716
2021-05-22,15,119.58613
2021-05-22,16,119.46252
2021-05-22,17,102.87085
2021-05-22,18,105.21479
2021-05-22,19,96.77559
2021-05-22,20,82.63211
2021-05-22,21,81.95625
2021-05-22,22,70.491684
2021-05-22,23,59.491547
2021-05-23,0,63.74545
2021-05-23,1,57.88218
2021-05-23,2,58.282158
2021-05-23,3,54.39799
2021-05-23,5,48.66933
2021-05-23,6,48.851784
2021-05-23,7,57.985207
2021-05-23,8,63.499413
2021-05-23,9,71.84647
2021-05-23,10,82.19729
2021-05-23,11,100.37893
2021-05-23,12,115.38299
2021-05-23,13,114.3273
2021-05-23,14,111.070595
2021-05-23,15,117.75351
2021-05-23,16,108.91375
2021-05-23,17,100.086655
2021-05-23,18,99.84451
2021-05-23,19,89.34861
2021-05-23,20,74.53779
2021-05-23,21,74.52132
2021-05-23,22,65.40948
2021-05-23,23,58.087147
2021-05-24,0,70.3172
2021-05-24,1,59.13254
2021-05-24,3,57.74527
2021-05-24,4,54.390232
2021-05-24,5,52.67345
2021-05-24,6,58.140938
2021-05-24,8,73.8007
2021-05-24,9,79.48806
2021-05-24,10,75.1406
2021-05-24,11,73.68773
2021-05-24,12,86.42867
2021-05-24,13,79.66359
2021-05-24,14,73.441895
2021-05-24,15,82.60455
2021-05-24,16,71.37079
2021-05-24,17,83.01901
2021-05-24,18,83.17281
2021-05-24,19,75.85595
2021-05-24,20,68.41281
2021-05-24,21,62.69603
2021-05-24,22,58.606613
2021-05-24,23,57.548252
2021-05-25,0,57.249752
2021-05-25,5,38.67866
2021-05-25,6,46.175354
2021-05-25,7,64.096054
2021-05-25,8,68.59455
2021-05-25,9,70.35473
2021-05-25,10,68.08071
2021-05-25,11,67.95569
2021-05-25,12,73.902725
2021-05-25,13,64.19272
2021-05-25,14,68.34465
2021-05-25,15,64.55435
2021-05-25,16,71.5264
2021-05-25,17,71.70657
2021-05-25,18,79.82013
2021-05-25,19,69.27865
2021-05-25,20,65.610344
2021-05-25,21,60.8358
2021-05-25,22,57.16818
2021-05-25,23,58.819298
2021-05-26,0,57.577625
2021-05-26,1,50.547104
2021-05-26,5,41.09101
2021-05-26,6,44.956356
2021-05-26,7,62.860687
2021-05-26,8,68.283295
2021-05-26,9,71.79994
2021-05-26,10,70.29728
2021-05-26,11,69.64561
2021-05-26,12,72.04225
2021-05-26,13,67.48669
2021-05-26,14,68.227196
2021-05-26,15,64.45978
2021-05-26,16,71.49135
2021-05-26,17,80.10072
2021-05-26,18,81.463905
2021-05-26,19,73.932755
2021-05-26,20,68.89595
2021-05-26,21,64.02801
2021-05-26,22,62.044907
2021-05-26,23,61.08656
2021-05-27,0,59.15234
2021-05-27,1,51.709114
2021-05-27,3,51.141117
2021-05-27,5,42.557293
2021-05-27,6,47.911896
2021-05-27,7,65.41839
2021-05-27,8,67.697266
2021-05-27,9,69.16424
2021-05-27,10,72.93338
2021-05-27,11,77.72419
2021-05-27,12,80.27133
2021-05-27,13,79.88225
2021-05-27,14,80.72471
2021-05-27,15,80.62715
2021-05-27,16,81.2509
2021-05-27,17,95.6149
2021-05-27,18,88.88234
2021-05-27,19,78.19895
2021-05-27,20,69.426056
2021-05-27,21,65.970345
2021-05-27,22,66.39803
2021-05-27,23,63.04308
2021-05-28,0,61.602516
2021-05-28,1,50.766666
2021-05-28,2,61.177555
2021-05-28,3,54.612938
2021-05-28,5,42.77606
2021-05-28,6,50.72648
2021-05-28,7,71.28099
2021-05-28,8,78.269646
2021-05-28,9,78.67768
2021-05-28,10,89.35902
2021-05-28,11,100.5218
2021-05-28,12,114.98014
2021-05-28,13,111.64769
2021-05-28,14,111.68243
2021-05-28,15,120.084045
2021-05-28,16,112.482704
2021-05-28,17,119.95539
2021-05-28,18,116.28776
2021-05-28,19,98.575935
2021-05-28,20,83.73225
2021-05-28,21,97.98315
2021-05-28,22,91.69437
2021-05-28,23,76.30551
2021-05-29,0,64.33005
2021-05-29,1,59.72753
2021-05-29,2,67.08134
2021-05-29,3,64.13348
2021-05-29,5,53.95345
2021-05-29,6,58.04542
2021-05-29,7,67.65948
2021-05-29,8,76.30492
2021-05-29,9,87.58217
2021-05-29,10,114.20423
2021-05-29,11,131.60959
2021-05-29,12,156.31804
2021-05-29,13,161.05315
2021-05-29,14,162.73055
2021-05-29,15,156.55994
2021-05-29,16,155.3783
2021-05-29,17,145.4328
2021-05-29,18,146.98888
2021-05-29,19,137.41019
2021-05-29,20,102.78019
2021-05-29,21,126.333824
2021-05-29,22,103.15924
2021-05-29,23,78.50059
2021-05-30,0,64.48761
2021-05-30,1,62.8299
2021-05-30,2,69.602135
2021-05-30,3,61.88094
2021-05-30,4,54.68744
2021-05-30,6,55.113815
2021-05-30,7,72.67514
2021-05-30,8,82.28804
2021-05-30,9,89.48798
2021-05-30,10,107.71561
2021-05-30,11,130.29555
2021-05-30,12,150.5943
2021-05-30,13,165.7921
2021-05-30,14,159.10045
2021-05-30,15,164.22153
2021-05-30,16,157.46848
2021-05-30,17,152.6712
2021-05-30,18,135.15535
2021-05-30,19,140.98666
2021-05-30,20,101.22983
2021-05-30,21,126.83503
2021-05-30,22,107.06812
2021-05-30,23,82.97869
2021-05-31,0,80.72041
2021-05-31,1,66.953415
2021-05-31,2,63.905506
2021-05-31,5,44.694893
2021-05-31,6,49.084206
2021-05-31,7,78.03382
2021-05-31,8,89.32786
2021-05-31,9,90.221794
2021-05-31,10,95.61313
2021-05-31,11,87.16325
2021-05-31,12,105.13498
2021-05-31,13,95.67977
2021-05-31,14,100.59944
2021-05-31,15,104.22335
2021-05-31,16,109.66951
2021-05-31,17,111.57921
2021-05-31,18,124.15515
